Equipment,func_loc_id,id
1100013649 GL01 GLOBE VALVE REAKTOR R213,232,546
1100013633 GL01 GLOBE VALVE REAKTOR R212,233,547
1100013604 GL01 GLOBE VALVE REAKTOR R211,234,548
1000015059 PANEL POMPA AIR PN287 OFFICE LANTAI 4,235,549
1000015058 PANEL LAMPU & STOP KONTAK PN286 OFFICE L,235,550
1000015057 PANEL TENGAH & R.SERVER PN285 OFFICE LT3,236,551
1000015054 PANEL DISTRIBUSI PN282 OFFFICE LANTAI 3,236,552
"1000015055 PANEL AC, STOP KONTAK, LAMPU PN283 OFFIC",236,553
1000015056 PANEL AC & LAMPU PN283 OFFICE LANTAI 3,236,554
1000015053 PANEL KOMPRESSOR LAB ELEKTRO FLATTING PN,237,555
1000015050 PANEL DISTRIBUSI P278 OFFFICE LANTAI 2,237,556
1000015052 PANEL AC & STOP KONTAK R.LAB MIKRO PN280,237,557
1000015051 PANEL AC & STOP KONTAK PN279 OFFICE LT.2,237,558
1000015047 PANEL TIMER PN275 OFFICE LANTAI 1,238,559
1000015046 PANEL TENGAH PN274 OFFICE LANTAI 1,238,560
1000015048 PANEL OFFICE LAB P276 OFFICE LANTAI 1,238,561
1000015049 PANEL LAB BATUBARA PN277 OFFICE LANTAI 1,238,562
1000015045 PANEL DISTRIBUSI P273 OFFFICE LANTAI 1,238,563
1100037394 X211 GENSET OFFICE 250 KVa U200,239,564
1000014137 PENYALUR PETIR OFFICE,239,565
1000010488 PANEL PINTU GERBANG POS 1,239,566
1000010489 PANEL PENERANGAN POS 1,239,567
1100173526 PANEL LVMDP OFFICE,239,568
1000014750 PANEL IPAL POS 2,239,569
1100055032 G211 HOIST CRANE 3T P210,240,570
1100012353 G211 HOIST CRANE 2 TON P210,241,571
"1100012346 G111 HOIST CRANE 3,2 TON P110",242,572
"1100033480 FT04 PW FLOW TRANSMIT REAKTOR (1,5"")R211",243,573
1100013602 FT03 FLOW TRANSMITTER REAKTOR R211,244,574
"1100013601 FT02 LAD FLOW TRANSMITTER (3"") R211",245,575
1100013732 FT01 FLOW TRANSMITTER TANKI V231,246,576
"1100013600 FT01 LCB FLOW TRANS. REAKTOR (2,5"")R211",247,577
"1100033481 FT01 PW FLOW TRANSMIT MIXING (1,5"") V234",248,578
1100013711 FJ01 FLEXIBLE JOINT POMPA P233,249,579
1100013802 FJ01 FLEXIBLE JOINT POMPA P232,250,580
1100013787 FJ01 FLEXIBLE JOINT POMPA P231,251,581
1100013706 FJ01 FLEXIBLE JOINT POMPA P222,252,582
1100013690 FJ01 FLEXIBLE JOINT POMPA P221,253,583
1100019027 F223 FILTER PRESS P220,254,584
1100018020 F2212/F222 FILTER PRESS P220,255,585
1100015458 F2211/F221 FILTER PRESS P220,256,586
1100012350 F121 FILTER PRESS P120,257,587
1100012564 TURBIDITYMETER 2100Q PORTABLE PO 104130,258,588
1100012574 SCREW PUMP ADLER TECHNIK 1251E11,258,589
1100012570 SCREW PUMP ADLER TECHNIK 10106402,258,590
1100012526 ROTAMETER GF+ SK 50 -D16DN10,258,591
1100012530 ROTAMETER EX-CHINA,258,592
1100012553 POMPA TRANSFERSHOW FOU MFG R41793,258,593
1100012552 POMPA TRANSFERSHOW FOU MFG R41791,258,594
1100012537 POMPA TRANSFER SHOW FOU PD-532,258,595
1100012534 POMPA TRANSFER SHOW FOU EX TAIWAN PD-332,258,596
1100012576 POMPA TRANSFER SANSO ACH0004,258,597
1100012529 POMPA TRANSFER MAGNETIC MMP6B/PPM018166,258,598
1100012532 POMPA SUBMERSIBLE SHOW FOU MFG R15748,258,599
1100012562 POMPA DOSING TACMINA N FEEDER 97112539,258,600
1100012533 POMPA DOSING TACMINA 8095186,258,601
1100012547 POMPA DOSING TACMINA 1201NO24,258,602
1100012583 POMPA DOSING TACMINA 1201NO23,258,603
1100012548 POMPA DOSING TACMINA 1201NO21,258,604
1100012549 POMPA DOSING TACMINA 1201NO16,258,605
1100012550 POMPA DOSING TACMINA 1201NO15,258,606
1100012545 POMPA DOSING TACMINA 11125626,258,607
1100012577 POMPA DOSING TACMINA 1012N076,258,608
1100012560 POMPA DOSING TACMINA 10115087,258,609
1100012528 POMPA DOSING PULSAFEEDER B10001250029,258,610
1100012527 POMPA DOSING PULSAFEEDER B10001250017,258,611
1100012565 POMPA DOSING PULSAFEEDER 9810102708,258,612
1100012541 POMPA DOSING PULSAFEDER OMNI/B1010200057,258,613
1100012540 POMPA DOSING PULSAFEDER OMNI/B1010200052,258,614
1100012555 POMPA DOSING PROMINENT PSMA 05260 PPE WS,258,615
1100012569 POMPA DOSING PROMINENT 2011092211,258,616
1100012543 POMPA DOSING PROMINENT 1012105152,258,617
1100012546 POMPA DOSING PROMINENT 1012105142,258,618
1100012536 POMPA DOSING OBLMB 521 PP,258,619
1100012535 POMPA DOSING OBLMB 155 PP,258,620
1100012525 POMPA DOSING OBLMB - 101 PP,258,621
1100012572 POMPA DOSING OBL 2012P9551-T4BCC650,258,622
1100012573 POMPA DOSING OBL 2012P9540,258,623
1100012575 POMPA DOSING OBL 2010P1572,258,624
1100012542 POMPA DOSING OBL 2010P1572,258,625
1100012563 POMPA DOSING OBL 2010P1568,258,626
1100012568 POMPA DOSING OBL 2008P1661,258,627
1100012582 POMPA DOSING OBL 2006P3016,258,628
1100012551 POMPA DOSING MILTON ROY YS 8024,258,629
1100012571 POMPA DOSING MILTON ROY YS 7134,258,630
1100012531 POMPA DOSING LIGAO KUNING,258,631
1100012566 POMPA DOSING CHENSEI MFG-81K-1404,258,632
1100012581 POMPA DOSING CHENSEI MFG 82K-1096,258,633
1100012579 POMPA DOSING CHENSEI MFG 81T-0125,258,634
1100012554 POMPA DOSING CHENSEI MFG 81S-0138,258,635
1100012544 POMPA DOSING CHENSEI MFG 81S-0095F720027,258,636
1100012580 POMPA DOSING CHENSEI MFG 81K-1096,258,637
1100012561 POMPA DOSING CHENSEI MFG 81J-9237,258,638
1100012556 POMPA DOSING CHENSEI MFG 81J-1646,258,639
1100012578 POMPA DOSING CHENSEI MFG 817-10352,258,640
1100012559 POMPA DOSING CHENSEI KDV MFG 81J-9238,258,641
1100012558 POMPA DOSING CHENSEI KDV MFG 81J-1756,258,642
1100012557 POMPA CELUP SHOW FOUSF-0512 N,258,643
1100012567 POMPA CELUP SHOW FOU MFG U12163,258,644
1100012538 HYDROMETER,258,645
1100012539 GANJALAN BESI TRUK 150X45X25(CM),258,646
1100013710 CK01 CHECK VALVE POMPA P233,259,647
1100013803 CK01 CHECK VALVE POMPA P232,260,648
1100013788 CK01 CHECK VALVE POMPA P231,261,649
1100013707 CK01 CHECK VALVE POMPA P222,262,650
1100013691 CK01 CHECK VALVE POMPA P221,263,651
1100013628 BL16 BALL VALVE REAKTOR R211,264,652
1100013627 BL15 BALL VALVE REAKTOR R211,265,653
1100013747 BL14 BALL VALVE TANKI V231,266,654
1100013626 BL14 BALL VALVE REAKTOR R211,267,655
1100013746 BL13 BALL VALVE TANKI V231,268,656
1100013625 BL13 BALL VALVE REAKTOR R211,269,657
1100013745 BL12 BALL VALVE TANKI V231,270,658
1100013624 BL12 BALL VALVE REAKTOR R211,271,659
1100013801 BL12 BALL VALVE POMPA P231,272,660
1100013744 BL11 BALL VALVE TANKI V231,273,661
1100013623 BL11 BALL VALVE REAKTOR R211,274,662
1100013800 BL11 BALL VALVE POMPA P231,275,663
1100013743 BL10 BALL VALVE TANKI V231,276,664
1100013622 BL10 BALL VALVE REAKTOR R211,277,665
"1100167834 GAS DETECTOR O2 19,5 - 23,5%",278,666
1100173573 EXHAUST FAN PORTABLE,279,667
1100096398 FAN BLOWER PORTABLE A HINCO,279,668
1100096399 FAN BLOWER PORTABLE B HINCO,279,669
1100023748 MINI REACTOR,279,670
1100068911 P341 POMPA TRANSFER PAC200 T350,279,671
1000005976 PANEL PENERANGAN OFFICE HINCO P.33,279,672
1000014140 PENYALUR PETIR HINCO,279,673
1100012357 POMPA SUBMERSIBLE A,279,674
1100016123 POMPA SUBMERSIBLE B,279,675
1100119245 TIMBANGAN GANTUNG 2000Kg KENKO,279,676
1100022095 V.101 BAK FILTER PRESS,279,677
1100022084 V411/S341 TANGKI PRODUK HINCO ALPHA T340,279,678
1100034267 V501/S332 HINCO STORAGE TANK T330,279,679
1100015457 V502/S331 HINCO STORAGE TANK T330,279,680
1100019479 V503/S334 HINCO STORAGE TANK T330,279,681
1100019758 V504/S333 HINCO STORAGE TANK T330,279,682
1100021337 V506/S352 TANGKI PRODUK HINCO ALPHA T350,279,683
1100021338 V507/S351 TANGKI PRODUK HINCO ALPHA T350,279,684
1100012349 A111 AGITATOR HINCO P110,280,685
1100029438 A211 AGITATOR SODA ASH STORAGE TANK P210,281,686
1100012358 A221 AGITATOR COOLING POND P220,282,687
1100012359 A222 AGITATOR COOLING POND P220,283,688
1100012360 A223 AGITATOR COOLING POND P220,284,689
1100012361 A224 AGITATOR COOLING POND P220,285,690
1100055021 B231 SCRUBBER BLOWER P230,286,691
1100114457 POMPA CELUP PACV,287,692
1100116061 SECONDARY CONTAINMENT A,287,693
1100116062 SECONDARY CONTAINMENT B,287,694
1100087836 STEAM TRAP AREA PACV,287,695
1100013596 A211 AGITATOR PACV P210,288,696
1100013629 A212 AGITATOR PACV P210,289,697
1100013645 A213 AGITATOR PACV P210,290,698
1100013612 BF01 BUTTERFLY VALVE REAKTOR R211,291,699
1100013613 BL01 BALL VALVE REAKTOR R211,292,700
1100013614 BL02 BALL VALVE REAKTOR R211,293,701
1100013615 BL03 BALL VALVE REAKTOR R211,294,702
1100013616 BL04 BALL VALVE REAKTOR R211,295,703
1100013617 BL05 BALL VALVE REAKTOR R211,296,704
1100013618 BL06 BALL VALVE REAKTOR R211,297,705
1100013619 BL07 BALL VALVE REAKTOR R211,298,706
1100013620 BL08 BALL VALVE REAKTOR R211,299,707
1100013621 BL09 BALL VALVE REAKTOR R211,300,708
1100013638 BF01 BUTTERFLY VALVE REAKTOR R212,301,709
1100013639 BL01 BALL VALVE REAKTOR R212,302,710
1100013640 BL02 BALL VALVE REAKTOR R212,303,711
1100013641 BL03 BALL VALVE REAKTOR R212,304,712
1100013642 BL04 BALL VALVE REAKTOR R212,305,713
1100013643 BL05 BALL VALVE REAKTOR R212,306,714
1100013644 BL06 BALL VALVE REAKTOR R212,307,715
1100013654 BF01 BUTTERFLY VALVE REAKTOR R213,308,716
1100013655 BL01 BALL VALVE REAKTOR R213,309,717
1100013656 BL02 BALL VALVE REAKTOR R213,310,718
1100013657 BL03 BALL VALVE REAKTOR R213,311,719
1100013658 BL04 BALL VALVE REAKTOR R213,312,720
1100013659 BL05 BALL VALVE REAKTOR R213,313,721
1100013660 BL06 BALL VALVE REAKTOR R213,314,722
1100013670 BF01 BUTTERFLY VALVE REAKTOR R214,315,723
1100013671 BL01 BALL VALVE REAKTOR R214,316,724
1100013672 BL02 BALL VALVE REAKTOR R214,317,725
1100013673 BL03 BALL VALVE REAKTOR R214,318,726
1100013674 BL04 BALL VALVE REAKTOR R214,319,727
1100013675 BL05 BALL VALVE REAKTOR R214,320,728
1100013676 BL06 BALL VALVE REAKTOR R214,321,729
1100013685 BL01 BALL VALVE POMPA P221,322,730
1100013686 BL02 BALL VALVE POMPA P221,323,731
1100013687 BL03 BALL VALVE POMPA P221,324,732
1100013688 BL04 BALL VALVE POMPA P221,325,733
1100013689 BL05 BALL VALVE POMPA P221,326,734
1100013701 BL01 BALL VALVE POMPA P222,327,735
1100013702 BL02 BALL VALVE POMPA P222,328,736
1100013703 BL03 BALL VALVE POMPA P222,329,737
1100013704 BL04 BALL VALVE POMPA P222,330,738
1100013705 BL05 BALL VALVE POMPA P222,331,739
1100013679 BL01 BALL VALVE TANKI V221,332,740
1100013680 BL02 BALL VALVE TANKI V221,333,741
1100013681 BL03 BALL VALVE TANKI V221,334,742
1100013682 BL04 BALL VALVE TANKI V221,335,743
1100013683 BL05 BALL VALVE TANKI V221,336,744
1100013695 BL01 BALL VALVE TANKI V222,337,745
1100013696 BL02 BALL VALVE TANKI V222,338,746
1100013697 BL03 BALL VALVE TANKI V222,339,747
1100013698 BL04 BALL VALVE TANKI V222,340,748
1100013699 BL05 BALL VALVE TANKI V222,341,749
1100013728 A231 MIXING AGITATOR P230,342,750
1100013748 A232 MIXING AGITATOR P230,343,751
1100013761 A233 MIXING AGITATOR P230,344,752
1100013774 A234 MIXING AGITATOR P230,345,753
1100013790 BL01 BALL VALVE POMPA P231,346,754
1100013791 BL02 BALL VALVE POMPA P231,347,755
1100013792 BL03 BALL VALVE POMPA P231,348,756
1100013793 BL04 BALL VALVE POMPA P231,349,757
1100013794 BL05 BALL VALVE POMPA P231,350,758
1100013795 BL06 BALL VALVE POMPA P231,351,759
1100013796 BL07 BALL VALVE POMPA P231,352,760
1100013797 BL08 BALL VALVE POMPA P231,353,761
1100013798 BL09 BALL VALVE POMPA P231,354,762
1100013799 BL10 BALL VALVE POMPA P231,355,763
1100013805 BL01 BALL VALVE POMPA P232,356,764
1100013806 BL02 BALL VALVE POMPA P232,357,765
1100013807 BL03 BALL VALVE POMPA P232,358,766
1100013808 BL04 BALL VALVE POMPA P232,359,767
1100013809 BL05 BALL VALVE POMPA P232,360,768
1100013713 BL01 BALL VALVE POMPA P233,361,769
1100013714 BL02 BALL VALVE POMPA P233,362,770
1100013715 BL03 BALL VALVE POMPA P233,363,771
1100013716 BL04 BALL VALVE POMPA P233,364,772
1100013717 BL05 BALL VALVE POMPA P233,365,773
1100013730 BF01 BUTTERFLY VALVE TANKI V231,366,774
1100013734 BL01 BALL VALVE TANKI V231,367,775
1100013735 BL02 BALL VALVE TANKI V231,368,776
1100013736 BL03 BALL VALVE TANKI V231,369,777
1100013737 BL04 BALL VALVE TANKI V231,370,778
1100013738 BL05 BALL VALVE TANKI V231,371,779
1100013739 BL06 BALL VALVE TANKI V231,372,780
1100013740 BL07 BALL VALVE TANKI V231,373,781
1100013741 BL08 BALL VALVE TANKI V231,374,782
1100013742 BL09 BALL VALVE TANKI V231,375,783
1100013750 BF01 BUTTERFLY VALVE TANKI V232,376,784
1100013753 BL01 BALL VALVE TANKI V232,377,785
1100013754 BL02 BALL VALVE TANKI V232,378,786
1100013755 BL03 BALL VALVE TANKI V232,379,787
1100013756 BL04 BALL VALVE TANKI V232,380,788
1100013757 BL05 BALL VALVE TANKI V232,381,789
1100013758 BL06 BALL VALVE TANKI V232,382,790
1100013759 BL07 BALL VALVE TANKI V232,383,791
1100013760 BL08 BALL VALVE TANKI V232,384,792
1100013763 BF01 BUTTERFLY VALVE TANKI V233,385,793
1100013766 BL01 BALL VALVE TANKI V233,386,794
1100013767 BL02 BALL VALVE TANKI V233,387,795
1100013768 BL03 BALL VALVE TANKI V233,388,796
1100013769 BL04 BALL VALVE TANKI V233,389,797
1100013770 BL05 BALL VALVE TANKI V233,390,798
1100013771 BL06 BALL VALVE TANKI V233,391,799
1100013772 BL07 BALL VALVE TANKI V233,392,800
1100013773 BL08 BALL VALVE TANKI V233,393,801
1100013776 BF01 BUTTERFLY VALVE TANKI V234,394,802
1100013779 BL01 BALL VALVE TANKI V234,395,803
1100013780 BL02 BALL VALVE TANKI V234,396,804
1100013781 BL03 BALL VALVE TANKI V234,397,805
1100013782 BL04 BALL VALVE TANKI V234,398,806
1100013783 BL05 BALL VALVE TANKI V234,399,807
1100013784 BL06 BALL VALVE TANKI V234,400,808
1100013785 BL07 BALL VALVE TANKI V234,401,809
1100013786 BL08 BALL VALVE TANKI V234,402,810
1100013725 BL01 BALL VALVE TANKI V235,403,811
1100013726 BL02 BALL VALVE TANKI V235,404,812
1100013727 BL03 BALL VALVE TANKI V235,405,813
1100013721 BL01 BALL VALVE TANKI V236,406,814
1100013722 BL02 BALL VALVE TANKI V236,407,815
1100013723 BL03 BALL VALVE TANKI V236,408,816
1100013719 BL01 BALL VALVE TANKI V237,409,817
1100014465 B421 BLOWER A SCRUBBER P240 PACV,410,818
1100021574 B422 BLOWER B SCRUBBER P240 PACV,411,819
1100013813 BL01 BALL VALVE TANKI V241,412,820
1100013814 BL02 BALL VALVE TANKI V241,413,821
1100013815 BL03 BALL VALVE TANKI V241,414,822
1100013816 BL04 BALL VALVE TANKI V241,415,823
1100013817 BL05 BALL VALVE TANKI V241,416,824
1100013818 BL06 BALL VALVE TANKI V241,417,825
1100013819 BL07 BALL VALVE TANKI V241,418,826
1100013823 BL01 BALL VALVE TANKI V242,419,827
1100013824 BL02 BALL VALVE TANKI V242,420,828
1100013825 BL03 BALL VALVE TANKI V242,421,829
1100013826 BL04 BALL VALVE TANKI V242,422,830
1100013827 BL05 BALL VALVE TANKI V242,423,831
1100013828 BL06 BALL VALVE TANKI V242,424,832
1100013829 BL07 BALL VALVE TANKI V242,425,833
1100013830 BL08 BALL VALVE TANKI V242,426,834
1100013835 BL01 BALL VALVE TANKI V243,427,835
1100013836 BL02 BALL VALVE TANKI V243,428,836
1100013837 BL03 BALL VALVE TANKI V243,429,837
1100013838 BL04 BALL VALVE TANKI V243,430,838
1100013839 BL05 BALL VALVE TANKI V243,431,839
1100013840 BL06 BALL VALVE TANKI V243,432,840
1100013841 BL07 BALL VALVE TANKI V243,433,841
1100013842 BL08 BALL VALVE TANKI V243,434,842
1100013847 BL01 BALL VALVE TANKI V244,435,843
1100013848 BL02 BALL VALVE TANKI V244,436,844
1100013849 BL03 BALL VALVE TANKI V244,437,845
1100013850 BL04 BALL VALVE TANKI V244,438,846
1100013851 BL05 BALL VALVE TANKI V244,439,847
1100013852 BL06 BALL VALVE TANKI V244,440,848
1100013853 BL07 BALL VALVE TANKI V244,441,849
1100013854 BL08 BALL VALVE TANKI V244,442,850
1100012424 AT 1 ATOMIZER UNIT A,443,851
1100012436 AT2 ATOMIZER UNIT B,443,852
1100015559 Chamber Unit A,443,853
1100015560 Chamber Unit B,443,854
1100012433 CT1 COOLING TOWER UNIT A,443,855
1100012445 CT2 COOLING TOWER UNIT B,443,856
1100027482 CYCLO UNIT A,443,857
1100027483 CYCLO UNIT B,443,858
1100012426 DP11 DOSING PUMP UNIT A1,443,859
1100012438 DP21 DOSING PUMP UNIT B1 P331,443,860
1100061458 DP21 DOSING PUMP UNIT B2 P332,443,861
1100061459 DP21 DOSING PUMP UNIT B3 P333,443,862
1100068230 DRUM ALUM SULFAT POWDER A/B,443,863
1100077743 HAND PALLET POWDER A/B  HP-05,443,864
1100077744 HAND PALLET POWDER A/B  HP-06,443,865
1100037361 HAND PELLET POWDER B,443,866
1100012434 K1 KNOCKER UNIT A,443,867
1100012446 K2 KNOCKER UNIT B,443,868
1100012425 OCS 1 OIL COOLING SYSTEM UNIT A,443,869
1100012437 OCS 2 OIL COOLING SYSTEM UNIT B,443,870
1000005966 PANEL CONTROL ROOM POTD-62 1 POWDER A,443,871
1000005967 PANEL CONTROL ROOM POTD-62 2 POWDER B,443,872
1000014029 PANEL PENERANGAN POWDER A & B,443,873
1100012428 PF1 PNEUMATIC FAN UNIT A,443,874
1100012440 PF2 PNEUMATIC FAN UNIT B,443,875
1100027484 POMPA COOLING TOWER UNIT A,443,876
1100027485 POMPA COOLING TOWER UNIT B,443,877
1100015441 Pompa Spray Unit A,443,878
1100015442 Pompa Spray Unit B,443,879
1100015620 Premary Unit.A,443,880
1100015621 Premary Unit.B,443,881
1100012429 SC1 SCREW CONVEYOR UNIT A,443,882
1100012441 SC2 SCREW CONVEYOR UNIT B,443,883
1100012435 SCN 45A SANCHIN SCN 45 SPRAY PUMP 1,443,884
1100012447 SCN 45B SANCHIN SCN 45 SPRAY PUMP 2,443,885
1100012430 SCRUBBER UNIT A,443,886
1100012442 SCRUBBER UNIT B,443,887
1100012431 SF1 SCRUBBER FAN UNIT A,443,888
1100012443 SF2 SCRUBBER FAN UNIT B,443,889
1100012432 SP1 SCRUBBER PUMP UNIT A,443,890
1100012444 SP2 SCRUBBER PUMP UNIT B,443,891
1000006033 THERMOCOUPLE TICA-1 A 0-350 ˚C,443,892
1000006036 THERMOCOUPLE TICA-1 B 0-350 ˚C,443,893
1000006034 THERMOCOUPLE TICA-2 A 0-350 ˚C,443,894
1000006037 THERMOCOUPLE TICA-2 B 0-350 ˚C,443,895
1000006035 THERMOCOUPLE TICA-3 A 0-350 ˚C,443,896
1000006038 THERMOCOUPLE TICA-3 B 0-350 ˚C,443,897
1100033649 AGITATOR MIXING POWDER A,444,898
1100012408 AIR CONDITIONER C,444,899
1100012395 B111/BM116 ATOMIZER AIR COOLING BLOWER,444,900
1100012392 B113/BM112 CYCLONE RETURN SOLID BLOWER,444,901
1100012389 B131/BM109 MAIN BLOWER,444,902
"1100119395 BATU TIMBANG MASTER 0,5 Kg POWDER C",444,903
1100119397 BATU TIMBANG MASTER 20 Kg POWDER C,444,904
1100119396 BATU TIMBANG MASTER 5 Kg POWDER C,444,905
1100033224 BM.113 ROTARY VALVE CHAMBER,444,906
1100036738 BM.114 ROTARY PRODUCT TANK,444,907
1100027302 BM.115 ROTARY PRODUCT TANK,444,908
1100012388 BM108 MAIN BLOWER'S COOLING BLOWER,444,909
1100012390 BM110 PNEUMATIC BLOWER #1,444,910
1100012391 BM111 PNEUMATIC BLOWER #2,444,911
1100012396 BM117 ATOMIZER OIL RETURN PUMP,444,912
1100012397 BM118 ATOMIZER OIL SUPPLY PUMP,444,913
1100012399 BM120 ATOMIZER C #1,444,914
1100012400 BM120A ATOMIZER C #2 (SPARE),444,915
1100012401 BM121 FEED PUMP COOLING BLOWER,444,916
1100012402 BM121A FEED PUMP COOLING BLOWER (SPARE),444,917
1100012403 BM122 A FLEXIBLE PIPE FEED PUMP #1,444,918
1100012404 BM122 B FLEXIBLE PIPE FEED PUMP #2 (SPAR,444,919
1100038356 CHAMBER SPRAY DRYER Z111 POWDER C,444,920
1100012393 CYCLO CHAMBER Z112 POWDER C,444,921
1100012394 CYCLO CHAMBER Z113 POWDER C,444,922
1100012416 CYCLO PACKAGING Z114 POWDER C,444,923
1100012417 CYCLO PACKAGING Z115 POWDER C,444,924
1100038365 CYCLONE DI 106,444,925
1100038366 CYCLONE DI 107,444,926
1100012414 F211 FILTER STRAINER,444,927
1100012405 FEED TANK C 1,444,928
1100012406 FEED TANK C 2,444,929
1100012387 G111/BM107 SCREW CONVEYOR #1,444,930
1100012398 G112/BM119 SCREW CONVEYOR #2,444,931
1100038169 G113 HOIST CRANE 2 T POWDER C,444,932
1100108511 GROUND TANK POWDER C,444,933
1100038708 HAND PALLET POWDER C HP-01,444,934
1100037360 HAND PALLET POWDER C HP-02,444,935
1100077654 HAND PALLET POWDER C HP-03,444,936
1100037374 HAND PALLET POWDER C HP-04,444,937
1100019810 KNOCKER BM.114,444,938
1100019811 KNOCKER BM.115,444,939
1100012407 KNOCKER CHAMBER POWDER C,444,940
1100036684 LAMPU SOROT PORTABLE,444,941
1100012413 MEMBRAN TANK/PRESSURE TANK,444,942
1000014912 MESIN JAHIT #01 POWDER C,444,943
1000014913 MESIN JAHIT #02 POWDER C,444,944
1100164533 MESIN JAHIT #03 POWDER C,444,945
1000015288 MESIN JAHIT #06 POWDER C,444,946
1100033650 MIXING TANK POWDER A,444,947
1100012409 P113 COOLING WATER PUMP ATOMIZER #1,444,948
1100012410 P114 COOLING WATER PUMP ATOMIZER #2,444,949
1100021991 P1361B/P137 Pompa Ground Tank,444,950
1100077655 P213 IBC TRANSFER PUMP FEED TANK POWDERC,444,951
1100037612 P311 POMPA SIRKULASI MIXING POWDER A/B,444,952
1100068229 P312 POMPA TRANSFER MIXING POWDER C,444,953
1000005968 PANEL CONTROL ROOM POTD-62 3 POWDER C,444,954
1000014030 PANEL PENERANGAN POWDER C,444,955
1000014138 PENYALUR PETIR POWDER C,444,956
1100130316 POMPA CELUP BESAR #1 POWDER C,444,957
1100130317 POMPA CELUP KECIL #2 POWDER C,444,958
1100035829 POMPA JET SPRAY SANCHIN LT.1,444,959
1100038697 POMPA JET SPRAY SANCHIN LT.2,444,960
1100093326 PRODUCT TANK Z116 POWDER C,444,961
1100093327 PRODUCT TANK Z117 POWDER C,444,962
1100012411 ROTAMETER 3 - 9 M3/H,444,963
1100022601 S213 STORAGE TANK ALUM SULFATE 1000L,444,964
1100012415 S214 TANKI AIR 2100 L POWDER C,444,965
1100027480 T311 CHIMNEY SCRUBBER UNIT C,444,966
1100012423 TANKI OLI ATOMIZER,444,967
1000006039 THERMOCOUPLE TICA-1 C 0-350 ˚C,444,968
1000006040 THERMOCOUPLE TICA-2 C 0-350 ˚C,444,969
1000006041 THERMOCOUPLE TICA-3 C 0-350 ˚C,444,970
"1100037009 Timbangan Duduk 100Kg/0,01Kg TD-04",444,971
"1100037004 Timbangan Duduk 50Kg/0,01Kg TD-01",444,972
"1100037007 Timbangan Duduk 50Kg/0,01Kg TD-02",444,973
"1100037008 Timbangan Duduk 50Kg/0,05Kg TD-03",444,974
"1100088509 Timbangan Duduk 50Kg/0,05Kg TD-05",444,975
"1100088510 Timbangan Duduk 50Kg/0,05Kg TD-06",444,976
1100118539 BAK PENAMPUNGAN D1 & D2 LG,445,977
1600001379 FORKLIFT MITSUBISHI F.03,445,978
"1600001727 HAND PALLET 0,01-2000 KG HP-09",445,979
"1000015519 HAND PALLET 0,01-2000 KG HP-12",445,980
1100035871 IBC TRANSFER PUMP LG,445,981
1100169849 MECHSEAL COOLING PUMP,445,982
1100018968 MIXING POND LOW GRADE A.16,445,983
1100037649 MIXING POND LOW GRADE B.16,445,984
1100037316 MIXING POND LOW GRADE C.16,445,985
1100038342 P271 POMPA GROUND TANK LG S270,445,986
1000012861 PANEL GROUND TANK PN.27,445,987
1000005988 PANEL LOW GRADE PN.37,445,988
1100108786 POMPA CELUP AREA LG,445,989
1100035869 PRODUCT TRANSFER PUMP 1 LG,445,990
1100035870 PRODUCT TRANSFER PUMP 2 LG,445,991
1100022081 REACTION POND IPAL,445,992
1100038238 S271 GROUND TANK LG AREA S270,445,993
1600001824 TROLLEY PACKING,445,994
1100018967 WASTE LIQUID TRANSFER PUMP 1 LG,445,995
1100035868 WASTE LIQUID TRANSFER PUMP 2 LG,445,996
1100179696 BOR DRILL MAINTENANCE #02,446,997
1100183593 CUTTING PLASMA,446,998
1100130318 GERINDA TANGAN MAINTENANCE #01,446,999
1100130319 GERINDA TANGAN MAINTENANCE #02,446,1000
1100130320 GERINDA TANGAN MAINTENANCE #03,446,1001
1100130321 GERINDA TANGAN MAINTENANCE #04,446,1002
1100130322 GERINDA TANGAN MAINTENANCE #05,446,1003
1100130323 GERINDA TANGAN MAINTENANCE #06,446,1004
1100130324 GERINDA TANGAN MAINTENANCE #07,446,1005
1100130325 GERINDA TANGAN MAINTENANCE #08,446,1006
1100130326 GERINDA TANGAN MAINTENANCE #09,446,1007
1100130327 GERINDA TANGAN MAINTENANCE #10,446,1008
1100130328 GERINDA TANGAN MAINTENANCE #11,446,1009
1100155186 JACK HAMMER #01,446,1010
1100015892 Kompresor H2SO4,446,1011
1100157810 MESIN CUTTING WHEEL,446,1012
1100155188 MESIN LAS #01,446,1013
1100155189 MESIN LAS #02,446,1014
1100155190 MESIN LAS #03,446,1015
1100155191 MESIN LAS #04,446,1016
